
3.00000000	2.00000000	10.00000000	
3.40103622	2.00000000	10.00000000	
3.87049654	2.28529576	10.00000000	
3.87049654	2.34615531	9.99714289	
4.25106673	2.58902327	9.99714289	
4.25303976	2.58902327	10.29598671	
4.42449191	2.77538418	10.29598671	
4.84931344	2.77538418	10.29598671	
5.02397413	2.77538418	9.84337428	
4.62178414	2.79563689	9.53881150	
4.62178414	2.79563689	9.34227876	
4.62178414	2.79563689	9.24173336	
4.62178414	3.18192934	9.24173336	
4.62178414	3.18192934	8.86506847	
4.62178414	3.18192934	8.45544213	
4.60387488	3.29046970	8.45544213	
4.92866149	3.29046970	8.45544213	
5.06464611	3.29046970	7.98611183	
5.15764900	3.29046970	7.95877045	
4.97475831	3.64668317	8.08196394	
4.50716251	3.72998356	7.85410258	
4.83293065	4.15082223	7.85410258	
4.46839635	4.42586771	7.85410258	
4.10318731	4.42586771	7.85410258	
4.10318731	4.42586771	7.64382318	
4.10318731	4.42586771	7.34439597	
3.76078324	4.42586771	6.99989547	
3.76078324	4.42586771	6.99989547	
3.76078324	4.42586771	6.99989547	
3.76078324	4.45487271	6.99989547	
3.44496660	4.45487271	6.99989547	
3.44496660	4.45487271	6.99989547	
3.44496660	4.90658031	6.76909424	
3.28804930	5.28696329	6.31933091	
2.86874076	5.28696329	5.89066492	
2.86874076	5.20280416	5.89066492	
2.86874076	5.25317571	5.90033129	
2.51374905	5.63389101	5.90033129	
2.51016753	5.17475449	5.90033129	
2.51016753	5.39017975	5.69644703	
2.51016753	5.35520879	5.63538266	
2.16142412	4.98763603	5.47964126	
2.16142412	5.00603537	5.35543295	
2.16142412	5.06316662	4.92156541	
2.16142412	5.06316662	4.92156541	
2.16142412	4.90389732	4.92156541	
2.10738402	4.74081500	4.92156541	
1.65474532	4.59590680	4.92156541	
1.65474532	4.27331165	4.69746312	
1.65474532	4.00806798	4.69746312	
1.65474532	3.55825812	4.54996869	
1.65474532	3.15610186	4.22237574	
1.45915547	3.25313943	4.22237574	
1.43797250	2.88643684	4.22237574	
1.43797250	2.75122330	4.22237574	
1.43797250	2.84761409	3.93629947	
1.43797250	3.16924436	3.93629947	
1.43797250	3.49497039	3.45997340	
1.44848218	3.30492488	3.33308806	
1.44848218	3.30492488	3.33308806	
1.44848218	3.06320962	3.18196802	
1.44848218	2.94601678	3.18196802	
1.44848218	2.94601678	3.18196802	
1.58161202	2.77831372	3.09391831	
1.36221999	2.82128987	2.82091437	
1.36221999	2.56963032	2.79569732	
1.33459356	2.42014912	2.50893536	
1.33459356	2.72014400	2.09354709	
1.67070570	2.87409664	2.09354709	
1.67070570	2.97572183	2.12178069	
1.67070570	2.69929400	2.12178069	
1.61599596	2.52486841	2.12178069	
1.61599596	2.29929822	2.12178069	
1.61599596	2.74063762	2.09780123	
1.61599596	2.63617983	2.09780123	
1.61599596	2.83178766	1.93989366	
1.61599596	2.81318708	1.72676858	
1.61599596	2.45181817	1.75271039	
1.61599596	2.46303983	1.76832724	
1.77867264	2.78973243	1.76832724	
1.71140440	2.90116968	1.43474864	
1.45694657	2.90116968	1.43474864	
1.45694657	3.30746596	1.50877877	
1.56893692	3.11458923	1.50877877	
1.70170666	2.87247077	1.50877877	
1.53568457	2.87247077	1.50877877	
1.53568457	2.76412412	1.53162367	
1.53568457	2.46947029	1.46837923	
1.56305037	2.81662778	1.46837923	
1.36418085	3.07919316	1.46837923	
1.39355579	2.70592415	1.46837923	
1.38905406	2.70592415	1.46837923	
1.38905406	3.12006862	1.46837923	
1.41847882	3.19760728	1.46837923	
1.58661447	2.71495030	1.46837923	
1.58661447	3.16446791	1.46837923	
1.58661447	3.16446791	1.46837923	
1.58661447	3.16446791	1.46837923	
1.69328094	2.77444208	1.44982386	
1.69328094	2.81891015	1.44982386	
1.40888165	2.92233930	1.44982386	
1.40888165	2.98343713	1.50805683	
1.40888165	2.98343713	1.50805683	
1.40888165	3.03875490	1.50805683	
1.40888165	3.03875490	1.50805683	
1.68243451	2.65712671	1.50805683	
1.68243451	2.65712671	1.50805683	
1.43661120	2.65712671	1.50805683	
1.43661120	2.91396036	1.50805683	
1.43661120	3.03624711	1.50805683	
1.43661120	3.24879412	1.57470238	
1.42288151	3.00809501	1.59075775	
1.50803291	2.90706603	1.59075775	
1.50803291	3.10119212	1.46582772	
1.50803291	2.86642429	1.46582772	
1.41479430	3.17302379	1.46582772	
1.41479430	3.43673491	1.46582772	
1.41479430	3.51629192	1.46582772	
1.41428458	3.54611973	1.59415095	
1.41428458	3.74381587	1.59415095	
1.67793954	3.77565499	1.47960662	
1.67793954	3.77491171	1.47960662	
1.67793954	3.77491171	1.47960662	
1.67793954	3.71249496	1.44241545	
1.67793954	3.37602255	1.44241545	
1.75650040	3.70941071	1.44241545	
1.55313255	3.66770453	1.44241545	
1.46534832	3.66770453	1.44241545	
1.51390679	3.66770453	1.44241545	
1.51390679	3.87153464	1.44241545	
1.52304124	3.89106459	1.44241545	
1.52304124	3.64414396	1.44241545	
1.52304124	3.64414396	1.44241545	
1.63153162	3.64414396	1.51621515	
1.47828904	3.96855053	1.51621515	
1.69714633	3.57521787	1.47330777	
1.69714633	3.44597388	1.47330777	
1.69714633	3.03639171	1.47330777	
1.28562207	3.10548901	1.47330777	
1.74604471	3.10548901	1.47330777	
1.51608107	3.15180182	1.47330777	
1.58868035	3.15180182	1.47330777	
1.58868035	3.30331677	1.47330777	
1.58868035	3.18110507	1.47330777	
1.58868035	3.27607065	1.47330777	
1.58868035	2.97632735	1.47330777	
1.58868035	2.97632735	1.47330777	
1.58868035	3.31922175	1.52877270	
1.58868035	3.31922175	1.52877270	
1.58868035	2.97756529	1.52877270	
1.58868035	3.19888053	1.52877270	
1.58868035	3.21508513	1.52877270	
1.35039859	3.06463855	1.52877270	
1.35039859	2.86182832	1.54448316	
1.35039859	2.86182832	1.54448316	
1.35039859	3.00299503	1.57803430	
1.35039859	3.00299503	1.57803430	
1.35039859	3.04612230	1.57803430	
1.35039859	3.24055184	1.57803430	
1.24053549	3.63916677	1.57803430	
1.24053549	3.70391353	1.57803430	
1.34149208	3.70630751	1.57803430	
1.34149208	4.06284861	1.57803430	
1.34149208	3.79139910	1.39969658	
1.34149208	3.49792429	1.39969658	
1.38223574	3.49792429	1.79672515	
1.38223574	3.22423507	1.52623432	
1.38223574	3.53881170	1.52623432	
1.38223574	3.64182599	1.52623432	
1.38223574	3.47358227	1.52623432	
1.57130917	3.48201716	1.52623432	
1.57130917	3.69774160	1.52623432	
1.57130917	3.69774160	1.52623432	
1.57130917	4.14364952	1.52623432	
1.57130917	4.23098646	1.52623432	
