
5.27930680	30.00000000	0.00000000	0.00000000	0.00000000	
6.00225022	29.11132684	-1.67606104	0.17598047	0.00000000	
5.89039083	30.51505036	-3.53262272	-1.17978705	1.38814849	
5.89039083	30.51505036	-3.53262272	0.25731241	1.38814849	
5.89039083	32.29383215	-5.22480081	0.25731241	1.38814849	
5.89039083	32.29383215	-5.22480081	0.25731241	-0.44550699	
6.80529836	33.52300521	-5.22480081	0.25731241	-1.73756250	
6.80529836	33.52300521	-5.22480081	0.25731241	-1.73756250	
6.70302252	33.52300521	-7.09861408	0.25731241	-1.73756250	
6.70302252	34.05110836	-7.09861408	0.25731241	-1.73756250	
7.51022586	34.05110836	-7.09861408	0.60334075	-1.73756250	
7.51022586	34.95296943	-6.77223197	0.60334075	-3.41185580	
7.51022586	34.61019635	-6.77223197	0.60334075	-3.41185580	
7.51022586	34.61019635	-7.42319906	0.60334075	-4.78177196	
7.51022586	34.61019635	-8.95826690	0.60334075	-5.16376219	
7.51022586	34.61019635	-8.80039376	0.60334075	-6.40186518	
7.51022586	34.47592202	-9.17365152	0.60334075	-6.40186518	
7.58567734	34.47592202	-9.11414864	0.60334075	-6.95999105	
5.67359148	33.86710471	-9.11414864	0.60334075	-8.74967292	
5.67359148	33.86710471	-7.58603162	0.60334075	-10.14773521	
5.67359148	32.13787235	-6.73429586	0.60334075	-12.05364677	
5.67359148	31.44276184	-6.73429586	0.60334075	-13.61782234	
5.67359148	30.16263837	-6.75903253	0.60334075	-15.25618719	
5.67359148	30.16263837	-4.89188829	0.60334075	-15.81305760	
5.67359148	28.52285960	-3.65880562	0.60334075	-15.81305760	
4.97120639	28.52285960	-4.44957151	0.60334075	-15.81305760	
4.97120639	27.75228450	-4.44957151	0.60334075	-15.81305760	
4.97120639	27.75228450	-5.38135856	0.60334075	-17.26582669	
4.97120639	27.44816507	-5.60949852	0.60334075	-17.26582669	
4.97120639	25.45014496	-5.89259782	0.60334075	-17.26582669	
4.97120639	25.45014496	-5.04201222	0.60334075	-17.14028652	
4.97120639	25.45014496	-5.38356134	0.60334075	-18.75449300	
4.97120639	26.36173392	-5.07572147	0.60334075	-18.54474964	
4.97120639	26.36173392	-4.81963307	0.60334075	-18.54474964	
4.97120639	26.36173392	-4.42505829	0.60334075	-18.54474964	
4.97120639	26.36173392	-4.42505829	0.60334075	-18.54474964	
5.35127089	26.62265202	-5.37159965	0.60334075	-17.99689196	
5.35127089	27.14660367	-5.37159965	0.12525328	-17.99689196	
5.35127089	27.14660367	-5.94105462	0.12525328	-18.34951820	
5.31760488	27.14660367	-5.94105462	0.33078012	-18.34951820	
5.31760488	27.14660367	-5.94105462	0.33078012	-18.34951820	
5.31760488	27.77666820	-4.69243065	0.33078012	-18.34951820	
5.31760488	28.22808865	-4.69243065	0.33078012	-17.69686149	
5.31760488	28.19531275	-4.69243065	0.33078012	-17.69686149	
5.31760488	28.19531275	-4.03795265	0.33078012	-18.39101562	
4.94004596	27.64005433	-4.60172473	0.01636616	-18.79249262	
4.94004596	27.64005433	-4.60172473	0.01636616	-18.60398796	
4.94004596	27.64005433	-4.60172473	0.01636616	-18.60398796	
