
1.39501766	1.62466726	1.41202697	1.62543036	1.83037047	1.50735290	1.40307944	1.44875487	1.15715602	3.48164013	3.89948061	3.17126948	4.07603010	4.58430737	3.61420498	3.59949353	3.98163887	3.16279318	
0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.71380409	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.88362938	0.00000000	0.00000000	0.00000000	
0.76257350	0.00000000	0.00000000	0.00000000	0.00000000	0.71481620	0.00000000	0.00000000	0.00000000	2.02387469	0.00000000	0.00000000	0.00000000	0.00000000	1.84816644	0.00000000	0.00000000	0.00000000	
0.68546873	0.00000000	0.00000000	0.00000000	0.00000000	0.64241093	0.00000000	0.00000000	0.00000000	1.98473109	0.00000000	0.00000000	0.00000000	0.00000000	1.81242150	0.00000000	0.00000000	0.00000000	
0.64519769	0.00000000	0.00000000	0.00000000	0.00000000	0.60568335	0.00000000	0.00000000	0.00000000	1.89780997	0.00000000	0.00000000	0.00000000	0.00000000	1.73508881	0.00000000	0.00000000	0.00000000	
0.64601089	0.00000000	0.00000000	0.00000000	0.00000000	0.66536085	0.00000000	0.66303702	0.00000000	1.83862794	0.00000000	0.00000000	0.00000000	0.00000000	1.75006077	0.00000000	1.77358193	0.00000000	
0.63814134	0.00000000	0.00000000	0.00000000	0.00000000	0.66402708	0.00000000	0.66100440	0.00000000	1.79759242	0.00000000	0.00000000	0.00000000	0.00000000	1.74726086	0.00000000	1.76386249	0.00000000	
0.66598970	0.00000000	0.00000000	0.00000000	0.00000000	0.69163266	0.00000000	0.68883751	0.00000000	1.79749575	0.00000000	0.00000000	0.00000000	0.00000000	1.74750080	0.00000000	1.76426943	0.00000000	
0.59396759	0.00000000	0.00000000	0.00000000	0.00000000	0.61974840	0.00000000	0.61639759	0.00000000	1.80146521	0.00000000	0.00000000	0.00000000	0.00000000	1.74709114	0.00000000	1.76398231	0.00000000	
0.52268752	0.00000000	0.00000000	0.00000000	0.00000000	0.54660218	0.00000000	0.54338793	0.00000000	1.64458552	0.00000000	0.00000000	0.00000000	0.00000000	1.59517903	0.00000000	1.61005739	0.00000000	
